mission_id,lat,lon,start,goal,cheb_dist,opt_reachable,opt_energy,opt_steps,mars_rover_ppo_best_success,mars_rover_ppo_best_fail_mode,mars_rover_ppo_best_steps,mars_rover_ppo_best_energy_used,mars_rover_ppo_best_energy_left,mars_rover_ppo_best_hazard_hits,mars_rover_ppo_best_efficiency_pct,mars_rover_ppo_best_extra_steps,mars_rover_ppo_old_success,mars_rover_ppo_old_fail_mode,mars_rover_ppo_old_steps,mars_rover_ppo_old_energy_used,mars_rover_ppo_old_energy_left,mars_rover_ppo_old_hazard_hits,mars_rover_ppo_old_efficiency_pct,mars_rover_ppo_old_extra_steps
175,6.743,-102.143,"[1, 14]","[12, 0]",14,True,48.28,16,True,,16,49.11,50.89,0,98.3,0,True,,14,53.91,46.09,1,89.6,-2
176,-59.417,82.618,"[17, 8]","[1, 6]",16,True,35.56,16,True,,16,40.38,59.62,0,88.0,0,True,,16,45.43,54.57,0,78.3,0
177,2.606,-24.786,"[12, 19]","[16, 1]",18,True,39.38,18,True,,19,45.46,54.54,0,86.6,1,True,,18,52.08,47.92,0,75.6,0
178,-13.838,-114.946,"[0, 8]","[14, 1]",14,True,34.07,18,True,,16,39.8,60.2,0,85.6,-2,True,,14,44.43,55.57,0,76.7,-4
179,-28.472,174.971,"[6, 16]","[6, 2]",14,True,32.31,14,True,,14,33.8,66.2,1,95.6,0,True,,14,39.77,60.23,2,81.3,0
180,-8.593,68.314,"[17, 1]","[10, 17]",16,True,33.31,16,True,,17,36.21,63.79,0,92.0,1,True,,16,38.53,61.47,0,86.5,0
181,-31.836,17.378,"[17, 9]","[0, 10]",17,True,51.56,18,True,,17,55.18,44.82,0,93.4,-1,True,,17,63.64,36.36,0,81.0,-1
182,58.691,-125.953,"[11, 16]","[18, 1]",15,True,25.49,16,True,,17,29.38,70.62,0,86.7,1,True,,15,34.28,65.72,0,74.3,-1
183,-2.682,139.081,"[2, 13]","[18, 13]",16,True,31.21,17,True,,17,36.97,63.03,0,84.4,0,True,,17,57.91,42.09,0,53.9,0
184,-28.402,-29.313,"[17, 7]","[0, 2]",17,True,50.63,17,True,,17,48.36,51.64,0,100.0,0,True,,17,62.23,37.77,2,81.4,0
185,44.653,36.763,"[19, 16]","[1, 4]",18,True,45.28,21,True,,19,49.7,50.3,0,91.1,-2,True,,18,54.91,45.09,1,82.5,-3
186,-41.928,-176.898,"[2, 0]","[5, 15]",15,True,44.24,16,True,,15,53.36,46.64,0,82.9,-1,True,,15,55.91,44.09,0,79.1,-1
187,58.462,-163.843,"[2, 1]","[17, 18]",17,True,47.53,21,True,,21,52.25,47.75,0,91.0,0,True,,17,53.5,46.5,2,88.8,-4
188,-45.139,-108.727,"[15, 15]","[16, 1]",14,True,37.07,14,True,,14,40.14,59.86,1,92.3,0,True,,14,48.67,51.33,1,76.2,0
189,48.033,81.252,"[1, 16]","[17, 14]",16,True,25.83,16,True,,16,29.56,70.44,0,87.4,0,True,,16,30.87,69.13,0,83.7,0
190,10.341,-63.913,"[18, 13]","[3, 19]",15,True,32.14,15,True,,15,32.14,67.86,1,100.0,0,True,,15,40.6,59.4,2,79.2,0
191,10.503,59.164,"[7, 19]","[9, 3]",16,True,19.31,16,True,,17,21.56,78.44,0,89.6,1,True,,16,21.8,78.2,0,88.6,0
192,-35.711,14.198,"[0, 12]","[15, 2]",15,True,52.97,21,True,,19,65.6,34.4,1,80.8,-2,True,,15,63.4,36.6,3,83.6,-6
193,-27.221,9.864,"[19, 11]","[5, 6]",14,True,42.56,14,True,,15,45.56,54.44,2,93.4,1,True,,14,51.91,48.09,2,82.0,0
194,-6.45,131.079,"[3, 7]","[18, 18]",15,True,39.7,16,True,,18,42.21,57.79,1,94.0,2,True,,15,43.36,56.64,1,91.6,-1
195,0.618,-95.458,"[18, 2]","[4, 6]",14,True,41.46,14,True,,15,45.63,54.37,0,90.9,1,True,,14,47.84,52.16,0,86.7,0
196,37.888,-41.997,"[18, 19]","[3, 8]",15,True,29.63,16,True,,15,32.46,67.54,0,91.3,-1,True,,15,32.28,67.72,0,91.8,-1
197,-53.887,152.389,"[1, 10]","[15, 12]",14,True,38.24,14,True,,15,41.21,58.79,4,92.8,1,True,,14,52.33,47.67,5,73.1,0
198,-4.488,-28.884,"[5, 18]","[8, 3]",15,True,42.24,16,False,energy_exhausted,48,100.0,0.0,0,,,True,,15,59.4,40.6,0,71.1,-1
199,49.612,144.896,"[0, 19]","[18, 11]",18,True,24.97,19,True,,21,33.8,66.2,0,73.9,2,True,,18,34.53,65.47,0,72.3,-1
200,33.776,-44.179,"[2, 10]","[17, 7]",15,True,16.24,15,True,,15,16.24,83.76,0,100.0,0,True,,15,19.56,80.44,0,83.1,0
201,56.392,-117.746,"[19, 0]","[4, 5]",15,True,30.9,15,True,,15,32.56,67.44,0,94.9,0,True,,15,38.11,61.89,0,81.1,0
202,-4.354,-168.842,"[18, 2]","[2, 18]",16,True,49.28,20,False,energy_exhausted,53,100.0,0.0,2,,,True,,19,58.57,41.43,3,84.1,-1
203,-56.878,121.032,"[15, 13]","[1, 7]",14,True,48.63,14,True,,18,49.49,50.51,3,98.3,4,True,,14,59.4,40.6,2,81.9,0
204,46.397,114.933,"[5, 3]","[7, 17]",14,True,27.73,14,True,,15,34.63,65.37,0,80.1,1,True,,14,34.87,65.13,0,79.5,0
205,38.768,144.774,"[7, 4]","[11, 18]",14,True,27.8,14,True,,14,29.73,70.27,0,93.5,0,True,,14,32.28,67.72,0,86.1,0
206,8.546,-27.902,"[19, 11]","[5, 17]",14,True,36.9,15,True,,15,39.21,60.79,2,94.1,0,True,,14,42.18,57.82,1,87.5,-1
207,-25.074,137.382,"[1, 9]","[18, 18]",17,True,55.53,17,True,,17,55.94,44.06,0,99.3,0,True,,17,66.47,33.53,1,83.5,0
208,-12.669,23.568,"[7, 17]","[12, 1]",16,True,41.31,16,True,,18,44.56,55.44,0,92.7,2,True,,16,58.15,41.85,0,71.0,0
209,8.978,-11.782,"[9, 17]","[3, 3]",14,True,19.07,15,True,,14,19.9,80.1,0,95.8,-1,True,,14,26.04,73.96,0,73.2,-1
210,38.359,-168.426,"[0, 7]","[14, 16]",14,True,46.87,15,True,,14,50.36,49.64,0,93.1,-1,True,,14,56.74,43.26,1,82.6,-1
211,25.147,-11.374,"[16, 19]","[1, 4]",15,True,54.18,19,True,,25,46.73,53.27,0,100.0,6,False,energy_exhausted,47,100.0,0.0,0,,
212,-30.04,-129.78,"[0, 17]","[19, 4]",19,True,56.28,22,True,,20,63.91,36.09,2,88.1,-2,True,,21,60.08,39.92,1,93.7,-1
213,0.381,176.714,"[15, 3]","[1, 10]",14,True,21.14,14,True,,14,21.56,78.44,0,98.1,0,True,,14,28.04,71.96,0,75.4,0
214,24.804,27.106,"[19, 1]","[6, 16]",15,True,41.56,21,True,,20,49.36,50.64,0,84.2,-1,True,,18,49.43,50.57,0,84.1,-3
215,-39.003,95.332,"[18, 4]","[0, 14]",18,True,26.97,19,True,,19,28.97,71.03,0,93.1,0,True,,18,32.28,67.72,0,83.5,-1
216,40.486,-150.917,"[0, 1]","[11, 18]",17,True,41.28,18,True,,19,47.87,52.13,0,86.2,1,True,,17,46.43,53.57,1,88.9,-1
217,-6.568,63.124,"[1, 16]","[16, 19]",15,True,34.97,15,True,,15,25.97,74.03,0,100.0,0,True,,15,45.01,54.99,0,77.7,0
218,-40.586,107.825,"[4, 17]","[3, 0]",17,True,50.97,19,False,energy_exhausted,67,100.0,0.0,0,,,True,,17,73.54,26.46,3,69.3,-2
219,30.491,-52.299,"[10, 16]","[14, 1]",15,True,22.31,15,True,,15,24.38,75.62,0,91.5,0,True,,15,24.38,75.62,0,91.5,0
220,28.78,175.841,"[16, 16]","[1, 11]",15,True,27.07,15,True,,15,29.21,70.79,0,92.7,0,True,,15,31.46,68.54,0,86.1,0
221,15.212,-52.816,"[0, 0]","[4, 17]",17,True,55.97,17,True,,17,61.36,38.64,2,91.2,0,True,,17,68.4,31.6,2,81.8,0
222,23.221,-165.619,"[12, 1]","[17, 19]",18,True,28.97,18,True,,21,32.38,67.62,0,89.5,3,True,,18,35.53,64.47,0,81.5,0
223,57.691,86.067,"[2, 4]","[17, 9]",15,True,19.9,17,True,,16,22.14,77.86,0,89.9,-1,True,,15,23.8,76.2,0,83.6,-2
224,-4.464,117.508,"[5, 18]","[4, 0]",18,True,29.24,18,True,,21,34.73,65.27,0,84.2,3,True,,18,38.36,61.64,0,76.2,0
225,14.575,-15.215,"[8, 0]","[9, 18]",18,True,25.73,18,True,,19,31.63,68.37,0,81.3,1,True,,19,29.04,70.96,0,88.6,1
226,-47.003,-134.331,"[3, 2]","[17, 19]",17,True,24.38,18,True,,18,24.8,75.2,0,98.3,0,True,,17,27.04,72.96,0,90.2,-1
227,14.119,39.704,"[10, 19]","[14, 1]",18,True,27.49,20,True,,21,29.73,70.27,0,92.5,1,True,,18,33.11,66.89,0,83.0,-2
228,56.94,-106.555,"[6, 2]","[8, 19]",17,True,45.01,17,True,,18,52.53,47.47,0,85.7,1,True,,17,45.01,54.99,0,100.0,0
229,-14.505,53.559,"[5, 19]","[11, 1]",18,True,53.28,18,True,,20,61.46,38.54,1,86.7,2,True,,18,62.57,37.43,0,85.2,0
230,50.744,24.412,"[17, 0]","[5, 14]",14,True,35.31,21,True,,21,36.14,63.86,0,97.7,0,True,,17,49.25,50.75,0,71.7,-4
231,59.927,-177.306,"[17, 3]","[2, 13]",15,True,43.87,15,True,,19,58.08,41.92,2,75.5,4,True,,15,57.57,42.43,2,76.2,0
232,-52.801,32.324,"[3, 19]","[16, 4]",15,True,23.97,17,True,,17,23.97,76.03,0,100.0,0,True,,15,29.87,70.13,0,80.2,-2
233,37.785,-119.288,"[18, 3]","[1, 15]",17,True,56.67,17,True,,23,75.64,24.36,1,74.9,6,True,,17,60.74,39.26,3,93.3,0
234,-42.246,148.817,"[6, 4]","[13, 18]",14,True,32.38,16,True,,16,36.14,63.86,1,89.6,0,True,,14,36.28,63.72,1,89.3,-2
235,35.671,169.126,"[2, 5]","[18, 10]",16,True,25.73,16,True,,16,26.31,73.69,0,97.8,0,True,,16,34.7,65.3,0,74.1,0
236,-21.545,-77.952,"[3, 11]","[19, 3]",16,True,33.14,18,True,,16,36.63,63.37,0,90.5,-2,True,,17,42.11,57.89,0,78.7,-1
237,-3.704,54.292,"[5, 2]","[5, 18]",16,True,41.83,16,True,,35,79.8,20.2,0,52.4,19,True,,17,55.67,44.33,0,75.1,1
238,0.687,115.03,"[18, 3]","[4, 12]",14,True,42.14,20,True,,17,54.21,45.79,0,77.7,-3,True,,14,61.81,38.19,4,68.2,-6
239,34.904,115.877,"[2, 6]","[18, 10]",16,True,19.66,16,True,,16,19.66,80.34,0,100.0,0,True,,16,22.56,77.44,0,87.1,0
240,7.561,-9.761,"[16, 13]","[2, 4]",14,True,22.97,16,True,,14,26.8,73.2,0,85.7,-2,True,,14,28.04,71.96,0,81.9,-2
241,57.509,-144.691,"[1, 1]","[7, 15]",14,True,31.21,14,True,,17,42.21,57.79,0,73.9,3,True,,14,34.28,65.72,1,91.0,0
242,10.798,-140.13,"[6, 1]","[15, 15]",14,True,30.46,14,True,,15,31.21,68.79,0,97.6,1,True,,14,30.46,69.54,0,100.0,0
243,-24.848,140.149,"[15, 18]","[4, 1]",17,True,23.31,20,True,,20,24.97,75.03,0,93.4,0,True,,17,31.7,68.3,0,73.5,-3
244,-20.86,-95.518,"[9, 15]","[7, 1]",14,True,34.49,14,True,,14,34.9,65.1,0,98.8,0,True,,14,44.01,55.99,0,78.4,0
245,-29.533,-97.163,"[13, 18]","[15, 4]",14,True,17.07,14,True,,14,17.07,82.93,0,100.0,0,True,,14,19.56,80.44,0,87.3,0
246,46.387,-144.884,"[16, 12]","[0, 15]",16,True,40.31,16,True,,16,42.46,57.54,0,95.0,0,True,,16,49.08,50.92,0,82.1,0
247,13.753,-1.607,"[6, 0]","[10, 19]",19,True,23.49,19,True,,19,29.56,70.44,0,79.5,0,True,,19,29.87,70.13,0,78.6,0
248,37.892,80.481,"[1, 12]","[15, 5]",14,True,25.14,14,True,,14,26.14,73.86,0,96.2,0,True,,14,26.21,73.79,0,95.9,0
249,-33.366,-138.993,"[2, 9]","[18, 0]",16,True,36.21,16,True,,16,39.11,60.89,0,92.6,0,True,,18,43.6,56.4,0,83.1,2
250,-49.973,-39.501,"[18, 19]","[4, 3]",16,True,59.67,17,True,,19,67.15,32.85,3,88.9,2,True,,16,63.64,36.36,6,93.8,-1
251,55.126,93.902,"[8, 3]","[0, 18]",15,True,26.97,15,True,,15,27.38,72.62,0,98.5,0,True,,15,27.63,72.37,0,97.6,0
252,-23.785,-88.133,"[11, 16]","[11, 1]",15,True,28.07,15,True,,15,32.73,67.27,0,85.8,0,True,,15,36.53,63.47,0,76.9,0
253,33.229,-44.446,"[9, 19]","[1, 1]",18,True,43.8,19,True,,22,49.28,50.72,1,88.9,3,True,,19,49.77,50.23,0,88.0,0
254,39.241,50.218,"[2, 17]","[5, 3]",14,True,20.24,14,True,,14,22.56,77.44,0,89.7,0,True,,14,25.04,74.96,0,80.8,0
255,-59.901,35.47,"[0, 1]","[17, 1]",17,True,44.49,17,True,,18,50.73,49.27,3,87.7,1,True,,17,59.57,40.43,3,74.7,0
256,49.923,-67.643,"[18, 2]","[1, 14]",17,True,37.8,18,True,,25,53.87,46.13,1,70.2,7,True,,17,46.84,53.16,2,80.7,-1
257,12.097,68.633,"[0, 1]","[19, 1]",19,True,48.83,19,True,,19,50.73,49.27,1,96.3,0,True,,19,60.98,39.02,0,80.1,0
258,27.241,131.067,"[11, 3]","[11, 18]",15,True,28.83,15,True,,15,32.21,67.79,0,89.5,0,True,,15,33.87,66.13,0,85.1,0
259,31.381,152.186,"[4, 2]","[19, 1]",15,True,39.49,15,True,,16,29.9,70.1,0,100.0,1,True,,15,55.15,44.85,3,71.6,0
260,-17.796,72.457,"[16, 5]","[1, 6]",15,True,37.49,15,True,,15,41.63,58.37,0,90.0,0,True,,15,53.5,46.5,1,70.1,0
261,-27.091,112.273,"[3, 2]","[15, 16]",14,True,19.56,15,True,,16,20.97,79.03,0,93.3,1,True,,14,26.87,73.13,0,72.8,-1
262,21.261,-109.858,"[8, 19]","[4, 5]",14,True,33.49,14,False,energy_exhausted,62,100.0,0.0,1,,,True,,14,42.43,57.57,2,78.9,0
263,-17.375,-64.051,"[2, 2]","[17, 11]",15,True,19.31,16,True,,16,19.31,80.69,0,100.0,0,True,,15,22.8,77.2,0,84.7,-1
264,-18.536,108.686,"[13, 0]","[5, 16]",16,True,38.56,17,True,,18,46.94,53.06,3,82.1,1,True,,17,46.43,53.57,3,83.0,0
265,-47.828,-68.851,"[16, 6]","[1, 4]",15,True,38.83,15,True,,15,43.46,56.54,0,89.4,0,True,,15,50.5,49.5,0,76.9,0
266,-37.347,94.828,"[6, 19]","[6, 2]",17,True,46.21,18,True,,17,48.11,51.89,4,96.1,-1,False,energy_exhausted,39,100.0,0.0,4,,
267,55.162,34.115,"[2, 6]","[19, 2]",17,True,28.38,17,True,,17,29.56,70.44,0,96.0,0,True,,17,32.7,67.3,0,86.8,0
268,19.757,-167.9,"[17, 9]","[2, 0]",15,True,19.73,15,True,,15,19.73,80.27,0,100.0,0,True,,15,19.73,80.27,0,100.0,0
269,53.101,-65.097,"[8, 5]","[17, 19]",14,True,49.7,15,True,,15,53.67,46.33,4,92.6,0,True,,14,54.33,45.67,4,91.5,-1
270,26.243,-162.949,"[18, 1]","[4, 0]",14,True,22.24,14,True,,14,20.07,79.93,0,100.0,0,True,,14,29.87,70.13,0,74.5,0
271,11.954,-154.237,"[2, 18]","[16, 18]",14,True,15.83,14,True,,14,15.83,84.17,0,100.0,0,True,,14,23.21,76.79,0,68.2,0
272,5.526,41.99,"[3, 14]","[17, 2]",14,True,47.36,15,True,,15,48.77,51.23,4,97.1,0,True,,16,59.15,40.85,4,80.1,1
273,-49.733,-67.96,"[18, 8]","[1, 16]",17,True,41.8,17,True,,17,41.8,58.2,0,100.0,0,True,,17,50.5,49.5,0,82.8,0
274,0.777,-99.707,"[16, 15]","[2, 11]",14,True,29.31,14,True,,14,30.97,69.03,0,94.7,0,True,,14,35.11,64.89,0,83.5,0
275,32.862,-38.624,"[17, 0]","[0, 6]",17,True,19.49,17,True,,18,20.9,79.1,0,93.2,1,True,,17,21.97,78.03,0,88.7,0
276,-0.541,-51.726,"[17, 6]","[3, 6]",14,True,26.07,14,True,,14,29.8,70.2,0,87.5,0,True,,14,31.87,68.13,0,81.8,0
277,10.218,34.716,"[0, 17]","[10, 0]",17,True,26.21,17,True,,17,29.04,70.96,0,90.3,0,True,,17,29.28,70.72,0,89.5,0
278,42.62,-121.256,"[12, 0]","[13, 18]",18,True,46.63,18,True,,20,53.28,46.72,1,87.5,2,True,,18,55.5,44.5,1,84.0,0
279,-5.409,163.537,"[4, 19]","[12, 0]",19,True,23.31,19,True,,21,25.73,74.27,0,90.6,2,True,,19,27.04,72.96,0,86.2,0
280,28.853,153.695,"[17, 1]","[10, 16]",15,True,32.97,16,True,,16,34.97,65.03,0,94.3,0,True,,16,37.28,62.72,0,88.4,0
281,2.811,146.591,"[0, 17]","[16, 16]",16,True,21.66,16,True,,16,22.9,77.1,0,94.6,0,True,,16,25.38,74.62,0,85.3,0
282,1.908,-89.384,"[14, 1]","[1, 17]",16,True,62.15,16,True,,19,67.25,32.75,2,92.4,3,True,,17,66.81,33.19,4,93.0,1
283,43.292,-56.783,"[13, 1]","[17, 17]",16,True,22.49,16,True,,16,24.31,75.69,0,92.5,0,True,,16,28.04,71.96,0,80.2,0
284,50.915,115.781,"[18, 19]","[8, 4]",15,True,39.07,22,True,,21,49.28,50.72,2,79.3,-1,True,,16,47.43,52.57,4,82.4,-6
285,-50.886,22.299,"[0, 0]","[17, 7]",17,True,30.31,17,True,,17,33.97,66.03,0,89.2,0,True,,17,38.77,61.23,0,78.2,0
286,45.476,-58.799,"[0, 13]","[16, 11]",16,True,38.97,16,False,energy_exhausted,73,100.0,0.0,0,,,True,,16,60.57,39.43,2,64.3,0
287,-59.881,-167.367,"[0, 0]","[1, 15]",15,True,19.07,15,True,,15,20.66,79.34,0,92.3,0,True,,15,23.8,76.2,0,80.1,0
288,-5.863,104.241,"[1, 16]","[18, 11]",17,True,24.14,17,True,,17,27.73,72.27,0,87.1,0,True,,18,35.28,64.72,0,68.4,1
289,23.998,89.903,"[5, 11]","[19, 0]",14,True,33.63,15,True,,17,37.21,62.79,2,90.4,2,True,,14,37.77,62.23,0,89.0,-1
290,42.716,39.609,"[7, 2]","[11, 16]",14,True,30.14,15,True,,15,38.14,61.86,0,79.0,0,True,,14,47.01,52.99,0,64.1,-1
291,26.047,92.988,"[19, 14]","[0, 11]",19,True,20.24,19,True,,19,21.9,78.1,0,92.4,0,True,,19,26.04,73.96,0,77.7,0
292,-0.413,111.577,"[1, 10]","[16, 15]",15,True,47.01,15,True,,15,49.8,50.2,1,94.4,0,True,,15,60.81,39.19,0,77.3,0
293,2.503,132.566,"[3, 2]","[4, 17]",15,True,26.14,16,True,,16,39.21,60.79,4,66.7,0,True,,15,29.46,70.54,1,88.8,-1
294,43.642,19.152,"[1, 18]","[17, 3]",16,True,33.04,19,True,,20,35.46,64.54,0,93.2,1,True,,17,35.11,64.89,0,94.1,-2
295,56.802,112.389,"[15, 17]","[0, 9]",15,True,40.24,20,True,,19,41.87,58.13,1,96.1,-1,True,,15,47.01,52.99,1,85.6,-5
296,40.464,-69.561,"[3, 15]","[19, 2]",16,True,23.38,18,True,,17,24.8,75.2,0,94.3,-1,True,,16,25.04,74.96,0,93.4,-2
297,-23.154,-19.536,"[19, 7]","[2, 9]",17,True,26.97,19,True,,20,32.31,67.69,0,83.5,1,True,,17,32.87,67.13,0,82.1,-2
298,33.523,-74.666,"[4, 16]","[9, 1]",15,True,42.9,16,True,,15,43.97,56.03,0,97.6,-1,True,,15,54.67,45.33,0,78.5,-1
299,-54.672,179.163,"[0, 10]","[19, 4]",19,True,47.21,19,True,,21,52.04,47.96,0,90.7,2,True,,19,58.15,41.85,2,81.2,0
300,52.266,-178.559,"[18, 12]","[2, 3]",16,True,29.97,16,True,,16,31.63,68.37,0,94.8,0,True,,16,36.94,63.06,0,81.1,0
301,-47.233,167.451,"[8, 1]","[13, 15]",14,True,28.21,14,True,,14,30.38,69.62,0,92.9,0,True,,14,29.04,70.96,0,97.1,0
302,-17.995,-39.84,"[13, 17]","[10, 1]",16,True,24.9,16,True,,16,30.87,69.13,0,80.7,0,True,,16,31.28,68.72,0,79.6,0
303,-34.479,147.004,"[19, 7]","[2, 11]",17,True,53.43,17,True,,18,59.6,40.4,1,89.6,1,True,,17,71.71,28.29,3,74.5,0
304,-16.808,39.897,"[14, 5]","[0, 6]",14,True,28.14,14,True,,22,41.36,58.64,1,68.0,8,True,,14,31.04,68.96,2,90.7,0
305,34.881,136.193,"[1, 3]","[15, 1]",14,True,28.83,14,True,,14,33.97,66.03,0,84.9,0,True,,14,35.7,64.3,0,80.8,0
306,-18.238,162.823,"[4, 15]","[19, 8]",15,True,26.38,15,True,,15,28.56,71.44,0,92.4,0,True,,15,27.63,72.37,0,95.5,0
307,-24.071,-162.942,"[17, 19]","[12, 4]",15,True,25.56,15,True,,15,29.04,70.96,0,88.0,0,True,,15,28.87,71.13,0,88.5,0
308,25.154,92.491,"[18, 3]","[14, 19]",16,True,20.9,16,True,,16,24.31,75.69,0,86.0,0,True,,16,23.38,76.62,0,89.4,0
309,-29.398,80.905,"[0, 17]","[16, 10]",16,True,45.04,16,True,,17,47.8,52.2,1,94.2,1,True,,16,51.67,48.33,0,87.2,0
310,-49.184,78.127,"[0, 18]","[4, 3]",15,True,25.31,15,True,,15,29.8,70.2,0,84.9,0,True,,15,33.53,66.47,0,75.5,0
311,58.581,-62.309,"[16, 1]","[8, 15]",14,True,27.97,15,True,,14,31.8,68.2,0,88.0,-1,True,,14,29.46,70.54,0,95.0,-1
312,1.506,-58.685,"[16, 15]","[2, 19]",14,True,42.56,14,True,,14,42.73,57.27,0,99.6,0,True,,14,52.5,47.5,0,81.1,0
313,-49.803,121.002,"[5, 18]","[8, 4]",14,True,19.24,14,True,,14,26.97,73.03,0,71.3,0,True,,14,26.04,73.96,0,73.9,0
314,2.977,154.029,"[3, 19]","[10, 2]",17,True,30.87,17,True,,39,76.23,23.77,0,40.5,22,True,,17,30.87,69.13,0,100.0,0
315,-18.119,71.332,"[0, 0]","[16, 3]",16,True,34.66,16,True,,16,37.56,62.44,0,92.3,0,True,,16,44.43,55.57,0,78.0,0
316,7.48,55.112,"[19, 8]","[1, 5]",18,True,30.97,20,True,,18,34.56,65.44,0,89.6,-2,True,,18,43.77,56.23,0,70.8,-2
317,22.3,122.74,"[0, 19]","[17, 10]",17,True,46.46,18,True,,19,46.7,53.3,0,99.5,1,True,,18,58.33,41.67,2,79.6,0
318,27.878,73.962,"[0, 9]","[16, 0]",16,True,39.46,17,True,,19,46.21,53.79,0,85.4,2,True,,16,44.43,55.57,0,88.8,-1
319,21.109,-56.264,"[2, 7]","[16, 4]",14,True,15.24,14,True,,14,15.24,84.76,0,100.0,0,True,,14,17.73,82.27,0,86.0,0
320,-46.617,-136.844,"[4, 0]","[3, 19]",19,True,46.9,19,True,,19,51.28,48.72,0,91.5,0,True,,19,56.91,43.09,0,82.4,0
321,-57.602,-29.309,"[5, 19]","[4, 0]",19,True,42.66,19,True,,19,43.73,56.27,0,97.6,0,True,,19,58.15,41.85,0,73.4,0
322,58.427,125.781,"[14, 6]","[0, 8]",14,True,39.66,14,True,,14,40.97,59.03,2,96.8,0,True,,14,50.67,49.33,2,78.3,0
323,-43.98,-110.767,"[8, 2]","[14, 16]",14,True,23.14,14,True,,14,25.56,74.44,0,90.6,0,True,,14,23.14,76.86,0,100.0,0
324,24.585,10.924,"[1, 2]","[1, 18]",16,True,45.66,16,True,,16,47.63,52.37,0,95.9,0,True,,16,68.23,31.77,4,66.9,0
325,3.771,30.999,"[16, 3]","[4, 17]",14,True,35.14,21,True,,19,39.21,60.79,0,89.6,-2,True,,15,39.94,60.06,0,88.0,-6
326,-34.829,-147.193,"[2, 13]","[19, 5]",17,True,38.97,21,True,,18,50.6,49.4,0,77.0,-3,True,,19,43.77,56.23,0,89.0,-2
327,-18.616,-147.471,"[12, 19]","[11, 2]",17,True,42.07,17,True,,24,51.8,48.2,0,81.2,7,True,,17,56.57,43.43,0,74.4,0
328,2.626,-109.087,"[1, 9]","[15, 3]",14,True,46.77,14,True,,17,51.11,48.89,1,91.5,3,True,,14,55.5,44.5,2,84.3,0
329,-40.611,40.4,"[5, 5]","[19, 3]",14,True,32.07,14,True,,16,36.97,63.03,0,86.7,2,True,,14,39.77,60.23,0,80.6,0
330,51.572,-164.519,"[16, 2]","[1, 7]",15,True,34.73,15,False,energy_exhausted,43,100.0,0.0,0,,,True,,15,44.01,55.99,0,78.9,0
331,-22.401,124.86,"[13, 2]","[13, 18]",16,True,16.0,16,True,,16,16.0,84.0,0,100.0,0,True,,16,20.97,79.03,0,76.3,0
332,-2.333,-86.473,"[3, 5]","[6, 19]",14,True,25.56,14,True,,14,25.56,74.44,0,100.0,0,True,,14,29.87,70.13,0,85.6,0
333,-12.586,108.028,"[16, 18]","[17, 3]",15,True,31.49,15,True,,15,38.8,61.2,2,81.1,0,True,,15,42.6,57.4,0,73.9,0
334,-12.857,52.963,"[1, 0]","[16, 8]",15,True,30.38,15,True,,15,30.38,69.62,0,100.0,0,True,,15,33.28,66.72,0,91.3,0
335,17.905,26.634,"[1, 3]","[18, 9]",17,True,36.31,17,True,,17,36.73,63.27,0,98.9,0,True,,17,43.6,56.4,0,83.3,0
336,-15.663,-81.287,"[6, 18]","[13, 1]",17,True,44.04,17,True,,18,45.63,54.37,2,96.5,1,True,,17,57.33,42.67,2,76.8,0
337,25.44,82.035,"[8, 19]","[12, 3]",16,True,17.66,16,True,,16,19.31,80.69,0,91.4,0,True,,16,21.8,78.2,0,81.0,0
338,2.252,-7.462,"[15, 0]","[1, 7]",14,True,23.73,15,True,,55,83.07,16.93,0,28.6,40,True,,14,27.63,72.37,0,85.9,-1
339,-3.07,-88.125,"[15, 8]","[1, 8]",14,True,38.73,14,True,,14,41.14,58.86,2,94.1,0,True,,14,52.33,47.67,1,74.0,0
340,-30.002,13.619,"[8, 18]","[0, 1]",17,True,40.14,19,True,,17,32.63,67.37,0,100.0,-2,True,,18,45.01,54.99,0,89.2,-1
341,-5.889,-105.346,"[6, 19]","[5, 5]",14,True,14.41,14,True,,14,14.41,85.59,0,100.0,0,True,,14,18.56,81.44,0,77.7,0
342,34.686,20.001,"[3, 1]","[18, 9]",15,True,20.31,16,True,,15,21.14,78.86,0,96.1,-1,True,,15,23.38,76.62,0,86.9,-1
343,-50.307,80.524,"[18, 2]","[1, 17]",17,True,56.87,23,False,energy_exhausted,32,100.0,0.0,2,,,True,,17,62.23,37.77,2,91.4,-6
344,-38.999,-143.15,"[16, 2]","[1, 12]",15,True,22.56,15,True,,15,22.56,77.44,0,100.0,0,True,,15,23.8,76.2,0,94.8,0
345,29.542,90.389,"[14, 19]","[13, 0]",19,True,32.9,19,True,,19,34.97,65.03,0,94.1,0,True,,19,45.84,54.16,0,71.8,0
346,27.878,98.279,"[9, 17]","[6, 0]",17,True,33.38,19,True,,18,39.46,60.54,0,84.6,-1,True,,17,43.01,56.99,0,77.6,-2
347,-36.507,108.072,"[0, 16]","[13, 1]",15,True,21.56,17,True,,16,26.04,73.96,0,82.8,-1,True,,15,24.63,75.37,0,87.5,-2
348,-56.342,-12.539,"[10, 19]","[18, 5]",14,True,35.38,15,True,,17,34.14,65.86,0,100.0,2,True,,14,47.84,52.16,0,74.0,-1
