mission_id,lat,lon,start,goal,cheb_dist,opt_reachable,opt_energy,opt_steps,mars_rover_ppo_best_success,mars_rover_ppo_best_fail_mode,mars_rover_ppo_best_steps,mars_rover_ppo_best_energy_used,mars_rover_ppo_best_energy_left,mars_rover_ppo_best_hazard_hits,mars_rover_ppo_best_efficiency_pct,mars_rover_ppo_best_extra_steps,mars_rover_ppo_old_success,mars_rover_ppo_old_fail_mode,mars_rover_ppo_old_steps,mars_rover_ppo_old_energy_used,mars_rover_ppo_old_energy_left,mars_rover_ppo_old_hazard_hits,mars_rover_ppo_old_efficiency_pct,mars_rover_ppo_old_extra_steps
936,47.818,105.069,"[18, 16]","[13, 0]",16,True,33.14,18,True,,16,36.8,63.2,0,90.1,-2,True,,16,36.94,63.06,0,89.7,-2
937,-8.655,124.89,"[7, 2]","[0, 17]",15,True,44.04,15,True,,16,53.43,46.57,0,82.4,1,True,,15,49.5,50.5,0,89.0,0
938,9.173,-139.859,"[14, 4]","[6, 19]",15,True,39.04,16,True,,17,44.46,55.54,1,87.8,1,True,,16,45.18,54.82,2,86.4,0
939,26.358,33.478,"[10, 16]","[16, 1]",15,True,44.56,16,True,,16,47.7,52.3,0,93.4,0,True,,15,65.23,34.77,5,68.3,-1
940,-19.901,-101.145,"[5, 9]","[19, 15]",14,True,40.66,17,True,,14,44.28,55.72,0,91.8,-3,True,,14,47.43,52.57,0,85.7,-3
941,-20.003,-42.209,"[18, 17]","[3, 19]",15,True,19.83,15,True,,16,19.07,80.93,0,100.0,1,True,,15,23.14,76.86,0,85.7,0
942,33.163,-101.854,"[3, 16]","[19, 2]",16,True,32.38,20,True,,22,41.63,58.37,0,77.8,2,True,,18,41.36,58.64,0,78.3,-2
943,-28.506,177.692,"[1, 17]","[9, 2]",15,True,29.73,15,True,,19,34.14,65.86,0,87.1,4,True,,15,36.94,63.06,0,80.5,0
944,-19.558,-127.233,"[8, 4]","[18, 19]",15,True,32.63,17,True,,48,89.88,10.12,1,36.3,31,True,,15,38.94,61.06,1,83.8,-2
945,-21.582,61.585,"[0, 9]","[14, 10]",14,True,40.41,14,True,,14,41.56,58.44,0,97.3,0,True,,14,52.5,47.5,0,77.0,0
946,32.804,75.54,"[18, 11]","[4, 11]",14,True,44.14,14,True,,14,44.14,55.86,0,100.0,0,True,,14,63.64,36.36,5,69.4,0
947,-34.425,35.803,"[13, 2]","[7, 19]",17,True,29.66,19,True,,19,28.49,71.51,0,100.0,0,True,,18,34.7,65.3,0,85.5,-1
948,32.645,-29.789,"[1, 6]","[17, 7]",16,True,35.9,16,True,,16,36.66,63.34,1,97.9,0,True,,17,49.08,50.92,1,73.1,1
949,26.545,55.947,"[0, 17]","[17, 19]",17,True,36.66,17,True,,17,27.9,72.1,0,100.0,0,True,,17,47.18,52.82,1,77.7,0
950,41.3,122.996,"[0, 2]","[14, 8]",14,True,38.21,14,True,,14,40.8,59.2,0,93.7,0,True,,14,42.77,57.23,1,89.3,0
951,2.444,-151.229,"[1, 12]","[18, 1]",17,True,49.11,20,True,,17,60.84,39.16,4,80.7,-3,True,,19,63.08,36.92,0,77.9,-1
952,-48.559,-53.512,"[5, 19]","[11, 2]",17,True,39.7,17,True,,19,48.38,51.62,0,82.0,2,True,,17,42.6,57.4,0,93.2,0
953,40.375,147.002,"[17, 7]","[3, 14]",14,True,39.21,16,True,,16,39.63,60.37,0,99.0,0,True,,14,45.01,54.99,3,87.1,-2
954,9.522,-27.188,"[16, 19]","[8, 5]",14,True,27.56,17,True,,20,48.28,51.72,2,57.1,3,True,,14,32.53,67.47,0,84.7,-3
955,-10.423,145.03,"[19, 5]","[3, 3]",16,True,39.49,16,True,,16,46.36,53.64,2,85.2,0,True,,16,48.67,51.33,3,81.1,0
956,-22.8,93.352,"[0, 17]","[0, 2]",15,True,42.0,15,True,,15,22.0,78.0,0,100.0,0,True,,15,51.08,48.92,0,82.2,0
957,14.606,24.223,"[3, 18]","[10, 1]",17,True,44.87,17,True,,19,52.6,47.4,0,85.3,2,True,,17,52.08,47.92,0,86.2,0
958,10.817,91.647,"[14, 7]","[0, 18]",14,True,24.56,15,True,,15,26.38,73.62,0,93.1,0,True,,14,25.38,74.62,0,96.7,-1
959,-54.626,10.823,"[19, 11]","[0, 13]",19,True,48.87,19,True,,19,60.01,39.99,0,81.4,0,True,,19,55.5,44.5,2,88.1,0
960,16.648,-177.07,"[1, 13]","[19, 14]",18,True,35.73,20,False,energy_exhausted,70,100.0,0.0,1,,,True,,18,56.5,43.5,8,63.2,-2
961,-1.271,-57.468,"[17, 18]","[2, 19]",15,True,24.66,15,True,,15,23.31,76.69,0,100.0,0,True,,15,33.94,66.06,0,72.6,0
962,-1.656,80.768,"[0, 2]","[18, 4]",18,True,32.73,18,True,,18,40.73,59.27,0,80.4,0,True,,18,42.18,57.82,0,77.6,0
963,9.628,-21.164,"[1, 12]","[15, 0]",14,True,31.87,15,True,,14,35.53,64.47,0,89.7,-1,True,,14,36.77,63.23,0,86.7,-1
964,49.617,128.687,"[0, 16]","[17, 16]",17,True,34.83,17,True,,19,34.38,65.62,0,100.0,2,True,,17,46.25,53.75,0,75.3,0
965,-16.074,28.722,"[18, 0]","[4, 12]",14,True,33.46,15,True,,15,33.87,66.13,0,98.8,0,True,,14,41.18,58.82,0,81.2,-1
966,22.625,-178.79,"[17, 15]","[3, 0]",15,True,58.5,16,True,,20,66.53,33.47,5,87.9,4,True,,16,60.15,39.85,2,97.2,0
967,-54.172,43.275,"[15, 19]","[16, 2]",17,True,34.97,17,True,,17,35.14,64.86,0,99.5,0,True,,17,44.6,55.4,0,78.4,0
968,35.509,-175.835,"[3, 17]","[17, 19]",14,True,38.24,14,True,,14,20.49,79.51,0,100.0,0,True,,14,50.67,49.33,0,75.5,0
969,-16.896,80.384,"[6, 1]","[8, 19]",18,True,43.97,18,True,,19,51.28,48.72,0,85.7,1,True,,19,51.25,48.75,0,85.8,1
970,41.398,57.616,"[0, 15]","[15, 4]",15,True,45.94,19,True,,19,53.77,46.23,1,85.4,0,True,,16,55.33,44.67,1,83.0,-3
971,-29.615,-140.68,"[17, 10]","[3, 6]",14,True,25.73,14,True,,14,28.38,71.62,0,90.6,0,True,,14,28.46,71.54,0,90.4,0
972,32.964,-98.466,"[1, 2]","[19, 4]",18,True,18.83,18,True,,18,18.83,81.17,0,100.0,0,True,,18,23.8,76.2,0,79.1,0
973,-51.127,-11.254,"[3, 2]","[7, 16]",14,True,39.31,15,True,,14,41.8,58.2,0,94.1,-1,True,,16,69.64,30.36,5,56.5,1
974,-52.842,-34.253,"[17, 1]","[5, 19]",18,True,63.77,20,True,,21,69.67,30.33,0,91.5,1,True,,20,73.3,26.7,0,87.0,0
975,-39.027,-88.089,"[10, 4]","[7, 18]",14,True,37.07,14,True,,14,42.21,57.79,2,87.8,0,True,,14,46.84,53.16,0,79.1,0
976,31.643,-15.361,"[13, 19]","[5, 1]",18,True,38.49,22,True,,20,42.63,57.37,0,90.3,-2,True,,18,50.25,49.75,0,76.6,-4
977,47.24,-158.246,"[6, 1]","[13, 16]",15,True,41.38,16,True,,16,43.7,56.3,0,94.7,0,True,,16,50.08,49.92,0,82.6,0
978,50.74,-160.82,"[11, 3]","[13, 19]",16,True,45.66,16,True,,17,53.11,46.89,0,86.0,1,True,,16,58.33,41.67,0,78.3,0
979,-49.671,53.645,"[0, 11]","[19, 19]",19,True,54.36,20,True,,23,57.36,42.64,1,94.8,3,True,,19,61.74,38.26,4,88.0,-1
980,-8.414,176.403,"[17, 17]","[3, 15]",14,True,30.73,14,True,,14,31.73,68.27,0,96.8,0,True,,14,35.11,64.89,0,87.5,0
981,15.417,-125.073,"[3, 12]","[19, 12]",16,True,23.73,18,True,,17,27.73,72.27,0,85.6,-1,True,,16,31.87,68.13,0,74.5,-2
982,23.748,-142.793,"[5, 3]","[14, 18]",15,True,25.38,15,True,,16,26.97,73.03,0,94.1,1,True,,15,27.04,72.96,0,93.9,0
983,59.731,114.808,"[19, 5]","[2, 13]",17,True,38.87,21,True,,20,45.94,54.06,0,84.6,-1,True,,17,49.67,50.33,0,78.3,-4
984,-50.022,133.661,"[18, 17]","[1, 3]",17,True,52.63,24,True,,26,70.67,29.33,1,74.5,2,True,,17,61.15,38.85,4,86.1,-7
985,-13.424,-159.617,"[10, 0]","[8, 17]",17,True,31.9,20,False,energy_exhausted,76,100.0,0.0,0,,,True,,18,48.25,51.75,2,66.1,-2
986,38.401,8.787,"[10, 2]","[2, 19]",17,True,35.21,22,True,,20,40.04,59.96,0,87.9,-2,True,,17,44.18,55.82,0,79.7,-5
987,-57.296,46.264,"[2, 9]","[16, 19]",14,True,53.84,14,True,,15,55.6,44.4,2,96.8,1,True,,14,62.23,37.77,5,86.5,0
988,-26.818,40.51,"[3, 19]","[18, 6]",15,True,28.38,17,True,,24,39.38,60.62,0,72.1,7,True,,15,29.87,70.13,0,95.0,-2
989,-7.271,139.973,"[14, 15]","[9, 1]",14,True,36.21,15,True,,16,40.28,59.72,0,89.9,1,True,,14,37.94,62.06,0,95.4,-1
990,20.962,131.206,"[18, 19]","[2, 15]",16,True,17.66,16,True,,16,19.31,80.69,0,91.4,0,True,,16,21.8,78.2,0,81.0,0
991,20.867,-99.752,"[1, 10]","[16, 16]",15,True,35.7,15,True,,21,38.21,61.79,0,93.4,6,True,,15,59.57,40.43,0,59.9,0
992,43.231,22.115,"[17, 15]","[18, 0]",15,True,37.07,15,True,,15,37.73,62.27,0,98.3,0,True,,15,56.33,43.67,1,65.8,0
993,-53.723,145.672,"[15, 14]","[16, 0]",14,True,41.07,14,True,,14,43.97,56.03,1,93.4,0,True,,14,53.91,46.09,1,76.2,0
994,-22.555,94.795,"[14, 17]","[9, 3]",14,True,24.49,14,True,,14,24.9,75.1,0,98.3,0,True,,14,29.46,70.54,0,83.1,0
995,-26.596,-130.286,"[16, 0]","[17, 19]",19,True,39.9,19,True,,19,47.28,52.72,1,84.4,0,True,,19,52.67,47.33,1,75.8,0
996,54.772,-80.59,"[9, 19]","[18, 0]",19,True,37.8,19,True,,20,42.11,57.89,0,89.8,1,True,,19,44.01,55.99,0,85.9,0
997,-35.723,-127.772,"[19, 6]","[0, 16]",19,True,58.38,22,True,,24,62.21,37.79,0,93.8,2,True,,19,77.37,22.63,3,75.5,-3
998,18.666,-53.678,"[0, 2]","[15, 7]",15,True,35.31,15,True,,16,41.04,58.96,0,86.0,1,True,,15,41.18,58.82,0,85.7,0
999,-12.354,-114.976,"[2, 1]","[17, 10]",15,True,36.73,17,True,,19,38.73,61.27,0,94.8,2,True,,15,42.18,57.82,0,87.1,-2
1000,27.146,43.319,"[10, 2]","[12, 17]",15,True,40.07,15,True,,17,52.18,47.82,0,76.8,2,True,,17,47.84,52.16,0,83.8,2
